,Class,training,cidi_prob,cido_prob,codi_prob,codo_prob,wcd_prob,dfg_conf,dfg_prob,p1p1x,p2p2x,r3r3x,h_cgvc,ang_NHs,ang_CHs,dist_NH,dist_CH
2055,cidi,,0.998,0.002,0.0,0.0,0.0,di,1.0,0.995277699,0.996555465,0.994364192,0.985092123,-0.06107196681621035,-0.10828862541507724,-0.11255652021517358,-0.13103259609841517
2056,codi,,0.413,0.006,0.471,0.072,0.038,di,0.928,0.975107549,0.99234777,0.989225904,0.909761535,0.11032852851726795,-0.04719968026235996,0.43956967072804326,-0.1031298457537509
2057,cidi,,0.978,0.02,0.001,0.0,0.001,di,0.996,0.888258241,0.842968773,0.888607534,0.998331238,-0.1143126811843134,-0.030880074034507012,-0.07655214382934498,-0.09808530988499764
2058,cidi,,0.995,0.004,0.001,0.0,0.0,di,1.0,0.981811178,0.996220265,0.992531073,0.990949816,-0.16351464837276958,-0.14610867946010203,-0.12546758099023655,-0.04486884206581956
2059,cidi,,0.833,0.114,0.053,0.0,0.0,di,0.99,0.821075351,0.80700425,0.81835894,0.997473923,-0.15448399490789763,-0.025485122069214376,-0.09929441557263356,0.11175295943977415
2060,cidi,,0.988,0.009,0.001,0.0,0.002,di,1.0,0.998186532,0.99658942,0.995118188,0.972041959,-0.1850586472474302,-0.042371874164710145,-0.12299231463685072,-0.14848129605016142
2061,wcd,,0.014,0.052,0.026,0.038,0.87,other,0.823,0.019492273,-0.047517104,0.426444263,0.7635115259999999,0.08495429644688485,0.13604512823696605,0.12237445938649782,0.2628750329222885
2062,cidi,,0.954,0.033,0.002,0.0,0.011,di,1.0,0.936565322,0.999362913,0.995878709,0.999636074,-0.21270953566683415,-0.06730210269865755,-0.09245972223699973,-0.037633001778451095
2063,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.993200787,0.993836543,0.990872232,0.949469919,-0.17764206323833548,-0.08269499482902362,-0.16023725939018382,-0.15723385463329553
2064,cidi,,0.962,0.007,0.013,0.0,0.018,di,1.0,0.996111078,0.993906974,0.991920548,0.965423057,-0.048982836514340024,0.08229080848908818,-0.12472658854584791,-0.1912976537942665
2065,codi,,0.0,0.0,0.991,0.003,0.006,di,0.994,0.837134367,0.888794923,0.8983429829999999,0.01309695,0.44587406546549047,0.42758043167000365,0.44126840917772014,0.4155362821818349
2066,codi,,0.0,0.0,0.992,0.004,0.004,di,0.989,0.882267551,0.8774173820000001,0.9003172779999999,-0.101516924,0.49750137728300664,0.38129654207246966,0.4522809631849992,0.43813084925594925
2067,wcd,,0.014,0.051,0.042,0.094,0.799,other,0.828,-0.105833693,0.335035006,0.462313941,0.787777808,0.10491135692271329,-0.07812985193866016,0.13545069092645162,0.18306546735467
2068,cidi,,0.992,0.001,0.005,0.0,0.002,di,1.0,0.992759207,0.99265363,0.99281767,0.961740554,-0.07505664650265928,-0.12453441427047386,-0.03935885180521376,-0.2171612337892781
2069,cidi,,0.987,0.01,0.002,0.0,0.001,di,1.0,0.987996654,0.990760254,0.989319413,0.984911701,-0.12083522734633828,-0.10055150983947583,-0.06372997302334765,-0.16615814210296231
2070,wcd,,0.007,0.039,0.036,0.077,0.841,other,0.755,-0.053569731,0.292327982,0.5581490370000001,0.737210224,0.13653312977470813,-0.018665605634253308,0.15100785056738883,0.21723544132697134
2071,cidi,,0.978,0.018,0.004,0.0,0.0,di,0.998,0.932556706,0.999489828,0.987946457,0.982155646,-0.09302279258717011,-0.08432579622470114,-0.05957656645950851,-0.07584454865149036
2072,wcd,,0.0,0.021,0.025,0.059,0.895,other,0.693,0.003774509,0.28173151,0.562861341,0.597698769,0.22361204141649296,0.03630636787340934,0.23536802890921515,0.3059985762972588
2073,wcd,,0.003,0.018,0.027,0.068,0.884,other,0.751,-0.016576544,0.281733974,0.58337109,0.689978522,0.19429736714927573,0.0072094915779214635,0.20520471727809453,0.1967572126659292
2074,wcd,,0.0,0.016,0.025,0.067,0.892,other,0.676,-0.003824552,0.383735419,0.598824959,0.616295314,0.2239186699948575,0.046825469003352146,0.2324259431217763,0.2158704170810549
2075,wcd,,0.0,0.003,0.038,0.066,0.893,other,0.7,0.004810098,0.22322846,0.501681401,0.467508643,0.3139673732685686,0.13685041238835774,0.3096773599445754,0.41183948791951247
2076,cidi,,0.988,0.002,0.006,0.0,0.004,di,0.998,0.884642418,0.989021416,0.989032649,0.965928858,-0.05893606500255743,-0.11027828012096717,-0.04622446027436952,-0.27375250438167464
2077,codi,,0.001,0.004,0.932,0.04,0.023,di,0.996,0.773062342,0.773891441,0.79993449,0.532099533,0.2362557694364608,0.10866980914226057,0.3932138738808176,0.3970079465087311
2078,codi,,0.003,0.003,0.922,0.046,0.026,di,0.937,0.6802544759999999,0.7397613829999999,0.76459123,0.52502967,0.24791587999044998,0.12509087134554264,0.40213635130353254,0.4016338390510393
2079,cidi,,0.735,0.006,0.237,0.003,0.019,di,0.997,0.978461012,0.976804452,0.98037606,0.923152442,0.06475828453837895,0.02357846525723803,0.0940640451873884,-0.13373820667668185
2080,cidi,,0.985,0.005,0.009,0.0,0.001,di,1.0,0.901023558,0.984654582,0.98805716,0.944246057,0.0026548259807874074,-0.140214125466278,-0.10871834465782544,-0.2172081841287846
2081,cidi,,0.767,0.068,0.155,0.003,0.007,di,0.998,0.947429908,0.989017709,0.950325239,0.962840359,-0.0047724234724030425,-0.03530024683534729,0.0027065386246016812,0.07141494644196791
2082,cidi,,0.977,0.011,0.001,0.0,0.011,di,0.997,0.8791253520000001,0.871795049,0.881504539,0.996393168,-0.18217062553192334,0.0440156882327945,-0.16916296728933314,-0.07288310620503764
2083,cidi,,0.975,0.01,0.0,0.0,0.015,di,0.979,0.7434199779999999,0.751912102,0.8206829179999999,0.995146073,-0.19572524778247538,0.06006715565457906,-0.1394357335533258,-0.11741922959571681
2084,cido,,0.033,0.961,0.0,0.0,0.006,do,1.0,-0.84824291,-0.872619233,-0.7914222209999999,0.999133046,-0.16978272170473876,-0.025033181927669085,-0.17591172322074072,0.030160605991730524
2085,codi,,0.0,0.0,0.969,0.009,0.022,di,0.875,0.606993797,0.829017274,0.904869534,-0.181359031,0.5299608975223609,0.5056838238896589,0.5292863783458649,0.5679512765684189
2086,codi,,0.0,0.0,0.969,0.007,0.024,di,0.855,0.5750882079999999,0.834484821,0.899740007,-0.198945952,0.5418582324924885,0.5083003188068957,0.5333995610125695,0.5443033289008103
2087,cidi,,0.988,0.009,0.0,0.0,0.003,di,1.0,0.931718184,0.983390984,0.982647284,0.975447087,-0.24750179410234024,0.01690056139149219,-0.19733784054326364,-0.27452974273891867
2088,codi,,0.012,0.004,0.896,0.068,0.02,di,0.998,0.827880513,0.7716264429999999,0.8460939259999999,0.618699156,0.1820747705670609,0.057975590084477675,0.3511354227715846,0.42501692684026016
2089,cidi,,0.706,0.0,0.267,0.016,0.011,di,0.996,0.865303466,0.866436454,0.861155115,0.8006724390000001,0.09486480210342726,0.06437362170639337,0.12761337195891737,-0.18320850805745767
2090,codi,,0.009,0.006,0.917,0.045,0.023,di,0.999,0.827946405,0.7445509990000001,0.826593403,0.632054965,0.19198663464086255,0.06201386669524567,0.3500730508817921,0.3961870615336599
2091,codi,,0.0,0.002,0.932,0.05,0.016,di,0.985,0.89744968,0.751427938,0.875674258,0.559911244,0.22537239691631053,0.09634989459815214,0.3730397182813404,0.4209793174590116
2092,cidi,,0.996,0.003,0.0,0.0,0.001,di,1.0,0.932508989,0.993024363,0.990271989,0.90991312,-0.1486438948176293,-0.09478886648876551,-0.1472810763348985,-0.23705833617936095
2093,cidi,,0.979,0.002,0.002,0.0,0.017,di,0.939,0.963018023,0.603542641,0.955384766,0.991032345,-0.14310825706060748,0.011868772491672267,-0.10519237790032474,-0.21418333402775197
2094,cidi,,0.982,0.002,0.001,0.0,0.015,di,0.915,0.965255103,0.564905486,0.957136221,0.985072397,-0.14508496370912297,0.003991668796246176,-0.1060384473711595,-0.22056041987767858
2095,cidi,,0.998,0.0,0.0,0.0,0.002,di,1.0,0.959636692,0.990584084,0.992605017,0.990477817,-0.14815370354598173,-0.07138880889867115,-0.1431386464413254,-0.20964429758773487
2096,cidi,,0.851,0.012,0.111,0.017,0.009,di,0.957,0.668288079,0.831253178,0.829050475,0.822806752,0.0640546596707744,-0.07002977220301328,0.0010382982589361772,-0.16818278154860716
2097,cidi,,0.513,0.002,0.463,0.017,0.005,di,0.992,0.8742760270000001,0.840636561,0.835252419,0.789816932,0.11529571740316959,0.031691230087385634,0.12440548467427542,-0.11594104021384175
2098,cidi,,0.988,0.003,0.001,0.0,0.008,di,0.998,0.962117322,0.96485448,0.966172505,0.916293735,-0.07228221089335395,-0.1597225386509943,-0.05217497848931124,-0.3273007611564568
2099,cidi,,0.99,0.01,0.0,0.0,0.0,di,1.0,0.993865158,0.997964671,0.99307923,0.977522976,-0.16625576946015555,-0.07383716207012919,-0.1450966908329756,-0.10104906416324495
2100,cidi,,0.997,0.002,0.001,0.0,0.0,di,1.0,0.981889414,0.993693434,0.987975881,0.971525352,-0.15515067552907316,-0.08236903021732006,-0.14380995810782582,-0.15170919350200257
2101,cidi,,0.993,0.004,0.001,0.0,0.002,di,1.0,0.98677912,0.993745503,0.985736062,0.980737347,-0.13020650853699633,-0.07873331514537431,-0.13944903746913037,-0.1484392444439048
2102,cidi,,0.998,0.001,0.001,0.0,0.0,di,1.0,0.915809556,0.993928602,0.991947769,0.973166464,-0.1668105869605076,-0.062388938666276685,-0.145668344421323,-0.14844315232614003
2103,cidi,,0.996,0.004,0.0,0.0,0.0,di,1.0,0.994844717,0.997218536,0.994766273,0.969959223,-0.14186193110274273,-0.0858501700004913,-0.11780217165205721,-0.130049007938413
2104,cidi,,0.992,0.008,0.0,0.0,0.0,di,1.0,0.989751306,0.995491852,0.982436048,0.974943555,-0.17151045511851343,-0.055186312371209,-0.13893341348085506,-0.11463369910312292
2105,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.997132719,0.996586207,0.996805446,0.964914032,-0.08606298614444755,-0.11388946779131778,-0.15643684200214047,-0.09652698034837856
2106,cidi,,0.995,0.005,0.0,0.0,0.0,di,1.0,0.993411446,0.995701653,0.997099182,0.964812703,-0.08123592847565127,-0.1063907202154092,-0.14884125243407037,-0.119685500366165
2107,cido,,0.034,0.966,0.0,0.0,0.0,do,0.99,-0.7271578679999999,-0.687659494,-0.659826912,0.976490275,-0.11784527461874006,-0.095949149744707,-0.21157669225817313,0.06303710903607085
2108,cido,,0.023,0.968,0.002,0.001,0.006,do,0.999,-0.70530229,-0.7171110909999999,-0.604371246,0.949985848,-0.02693725195566345,-0.19946475546984513,-0.16652919968510405,0.04199900037847419
2109,cidi,,0.985,0.005,0.008,0.0,0.002,di,1.0,0.986764611,0.994984475,0.990955147,0.935072321,-0.009195021073469272,-0.12905784575108065,-0.06565248231991312,-0.1391144213808308
2110,codi,,0.0,0.0,0.779,0.211,0.01,di,0.986,0.79275306,0.905510695,0.8637550340000001,-0.861310392,1.0000000000000002,0.9093167334246404,0.7890547433593094,0.6876599549988488
2111,cido,,0.015,0.983,0.0,0.0,0.002,do,0.999,-0.723887207,-0.731396906,-0.650802057,0.975170148,-0.10544643903888913,-0.12211991384455186,-0.1896828868002154,0.07661095588929383
2112,cido,,0.027,0.969,0.0,0.0,0.004,do,0.998,-0.728616667,-0.759932086,-0.6669038829999999,0.976409896,-0.10827532899807263,-0.11975232090226577,-0.19343172095516756,0.04486918445376309
2113,cidi,,0.998,0.001,0.0,0.0,0.001,di,1.0,0.999676346,0.998893006,0.999238227,0.985940368,-0.1180435492018921,-0.10575901549429635,-0.13677924844273673,-0.14385749590724112
2114,cidi,,0.98,0.002,0.012,0.0,0.006,di,0.998,0.905017279,0.7417675490000001,0.8710667009999999,0.943479811,-0.013658541004966631,-0.07964193190525233,-0.02840402925139753,-0.17028734102400941
2115,codi,,0.006,0.011,0.932,0.034,0.017,di,0.988,0.811765422,0.7808815840000001,0.840567318,0.565188417,0.24614309289414332,0.13491594898241496,0.29763321048019303,0.2922723751346568
2116,codi,,0.0,0.001,0.933,0.039,0.027,di,0.998,0.891404677,0.9002290909999999,0.869500485,0.500136013,0.2557072433010259,0.18804216239669136,0.2863422801134432,0.36715079009446744
2117,codi,,0.001,0.0,0.924,0.07,0.005,di,0.994,0.856783548,0.855860673,0.884055035,0.584629152,0.21769637402279432,0.1839905286421884,0.31633795532468983,0.45005169539837153
2118,codi,,0.003,0.005,0.921,0.035,0.036,di,0.924,0.6706422989999999,0.780624251,0.841664801,0.523399851,0.2749186712727142,0.17113719748610032,0.3347780110468347,0.2996835771211325
2119,codi,,0.003,0.009,0.939,0.035,0.014,di,0.986,0.775191203,0.781328838,0.843571202,0.605613651,0.23135439068084662,0.10758824609583292,0.3097499586120947,0.3264124065681366
2120,codi,,0.006,0.018,0.935,0.03,0.011,di,0.887,0.632295677,0.735932134,0.826173442,0.606628618,0.22917297050937918,0.11464750296141452,0.29363285117946036,0.28157972022207456
2121,codi,,0.009,0.013,0.928,0.035,0.015,di,0.769,0.492228954,0.7127780459999999,0.7967581490000001,0.5879886879999999,0.24492393553341,0.13341967390230106,0.31115705233586943,0.2716672219676862
2122,codi,,0.006,0.002,0.933,0.04,0.019,di,0.976,0.749623455,0.7291058009999999,0.814938277,0.5435865879999999,0.26764745075967883,0.14466534335202355,0.3285380011741702,0.34533461706263446
2123,codi,,0.014,0.004,0.939,0.022,0.021,di,0.914,0.7144123370000001,0.680083927,0.782183347,0.544699057,0.23222597252590602,0.1787566336558575,0.31009662546300737,0.22878123697040154
2124,cidi,,1.0,0.0,0.0,0.0,0.0,di,1.0,0.922875946,0.995150162,0.98789529,0.987555505,-0.14049229822996442,-0.12415181546845631,-0.14408722238383365,-0.25647597368186453
2125,cidi,,0.987,0.006,0.0,0.0,0.007,di,1.0,0.987984632,0.989703612,0.982708284,0.995794769,-0.21289587524213732,0.01604263057495064,-0.19840163644769873,-0.22954883043698934
2126,cidi,,0.99,0.006,0.0,0.0,0.004,di,1.0,0.945081297,0.989491512,0.992114959,0.991394154,-0.1988343779205017,-0.03272674440106945,-0.18254501602668163,-0.21362224293976606
2127,cidi,,0.987,0.011,0.0,0.0,0.002,di,1.0,0.910876225,0.994096628,0.994826535,0.990584978,-0.21562513052327076,-0.01709156142315106,-0.19728903620758237,-0.22492448003931764
2128,cidi,,0.997,0.002,0.0,0.0,0.001,di,1.0,0.974918282,0.960611125,0.989051289,0.977727315,-0.1485085271730346,-0.08460497676003967,-0.1761453241249182,-0.21041504093042832
2129,cidi,,0.978,0.007,0.0,0.0,0.015,di,0.999,0.977370402,0.981157024,0.960313087,0.98876738,-0.20013254099699485,0.006408537997474403,-0.12667855414039017,-0.24890465656621344
2130,cidi,,0.987,0.002,0.001,0.0,0.01,di,0.999,0.978810052,0.973882231,0.96588854,0.994221391,-0.1949732728344508,0.02771459218695467,-0.1579180280498817,-0.2626247482504239
2131,codi,,0.0,0.0,0.985,0.004,0.011,di,0.989,0.837576726,0.834419609,0.915871902,-0.03834952,0.49298430354619194,0.4708410628517259,0.5239732695695482,0.521345929591907
2132,cidi,,0.976,0.011,0.011,0.0,0.002,di,1.0,0.976607728,0.999104979,0.995967117,0.903716397,-0.06956424739794953,-0.156945069604523,-0.11252553558554124,-0.09437508545903059
2133,wcd,,0.0,0.001,0.008,0.038,0.953,other,0.849,0.127601211,-0.22231838,0.792799466,0.652903685,0.25234781594383265,0.06301661049245547,0.24962584657891512,0.011230799511458622
2134,cidi,,0.977,0.004,0.015,0.0,0.004,di,0.995,0.910841291,0.7304557509999999,0.881118574,0.96045619,-0.018322086219225583,-0.08361009798739848,-0.041832138175072586,-0.17636621303886837
2135,cidi,,0.851,0.005,0.132,0.007,0.005,di,0.999,0.993448971,0.99839445,0.991409134,0.906274348,0.0828944210690987,-0.13230902451033538,0.09169788546930725,-0.13118329918181962
2136,cidi,,0.87,0.004,0.115,0.004,0.007,di,0.999,0.99270977,0.995548002,0.991504101,0.92062677,0.0692707901300068,-0.13042647252983822,0.09269752364261907,-0.12609021692311892
2137,cidi,,0.868,0.003,0.119,0.003,0.007,di,0.999,0.993932083,0.997040353,0.994457933,0.921486103,0.06056184514477043,-0.1318102775768966,0.06469501145137371,-0.09319422929684658
2138,codi,,0.038,0.008,0.883,0.049,0.022,di,0.969,0.8064668,0.657209794,0.8366787509999999,0.507644965,0.19931237022313797,0.2213493026637888,0.18389955108835934,0.3294872340446745
2139,codi,,0.0,0.0,0.913,0.071,0.016,di,0.981,0.930910927,0.912581751,0.931808137,0.28970096,0.33321004282163813,0.3462739844054236,0.446343227883574,0.41995885172652386
2140,codi,,0.0,0.0,0.979,0.012,0.009,di,0.995,0.860332801,0.806950708,0.862653088,0.13304601900000002,0.37423972617627027,0.4102264957439399,0.43667628466788455,0.4056705677014812
2141,codi,,0.0,0.0,0.967,0.024,0.009,di,0.988,0.874684008,0.822955928,0.875196747,0.211391528,0.3552586866115665,0.3818759629160724,0.44327803709385005,0.4207186419176798
2142,cidi,,0.995,0.003,0.0,0.0,0.002,di,1.0,0.972116213,0.993898706,0.990675208,0.931514031,-0.09400045577647125,-0.18095701604514217,-0.03056288360149512,-0.22534637156561793
2143,cidi,,0.961,0.008,0.031,0.0,0.0,di,0.996,0.8907493390000001,0.989901745,0.990159638,0.996791816,-0.10812985691261506,-0.1187102375268766,0.004660032623646568,-0.08506176603310556
2144,cidi,,0.991,0.008,0.001,0.0,0.0,di,1.0,0.947417535,0.994107632,0.99389024,0.997953692,-0.1614629607027949,-0.09884353057736489,-0.1126587488480991,-0.062314404630498796
2145,codi,,0.001,0.0,0.938,0.038,0.023,di,0.998,0.823754071,0.767520685,0.804923497,0.302110197,0.34733315047570634,0.23318104026415418,0.3827887091587834,0.4297456363355552
2146,cidi,,0.975,0.016,0.0,0.0,0.009,di,0.997,0.927115787,0.936973372,0.934921808,0.994298959,-0.16237635660468153,-0.010478579033311095,-0.13077301336022032,-0.03380498889922603
2147,cidi,,0.996,0.003,0.001,0.0,0.0,di,1.0,0.93124451,0.993504815,0.990840988,0.972517568,-0.14503968696901823,-0.07464751921853696,-0.14550306955796055,-0.14982694583435427
2148,cidi,,0.968,0.022,0.003,0.0,0.007,di,0.995,0.911885401,0.919387818,0.914185801,0.995179664,-0.14566915048455764,0.008749553275868837,-0.16796856327947376,-0.021908690906008152
